zip_code,state_code,state_name,city,time_zone
L8L,ON,Ontario,Hamilton,
L8M,ON,Ontario,Hamilton,
L8N,ON,Ontario,Hamilton,
L8P,ON,Ontario,Hamilton,
L8R,ON,Ontario,Hamilton,
L8S,ON,Ontario,Hamilton,
L8T,ON,Ontario,Hamilton,
L8V,ON,Ontario,Hamilton,
L8W,ON,Ontario,Hamilton,
L9A,ON,Ontario,Hamilton,
L9B,ON,Ontario,Hamilton,
L9C,ON,Ontario,Hamilton,
K0L,ON,Ontario,Peterborough County,
K0J,ON,Ontario,Renfrew County,
M3K,ON,Ontario,Toronto,
M4E,ON,Ontario,Toronto,
M4J,ON,Ontario,Toronto,
M4K,ON,Ontario,Toronto,
M4L,ON,Ontario,Toronto,
M4M,ON,Ontario,Toronto,
M4N,ON,Ontario,Toronto,
M4P,ON,Ontario,Toronto,
M4R,ON,Ontario,Toronto,
M4S,ON,Ontario,Toronto,
M4T,ON,Ontario,Toronto,
M4V,ON,Ontario,Toronto,
M4W,ON,Ontario,Toronto,
M4X,ON,Ontario,Toronto,
M4Y,ON,Ontario,Toronto,
M5A,ON,Ontario,Toronto,
M5B,ON,Ontario,Toronto,
M5C,ON,Ontario,Toronto,
M5E,ON,Ontario,Toronto,
M5G,ON,Ontario,Toronto,
M5H,ON,Ontario,Toronto,
M5J,ON,Ontario,Toronto,
M5K,ON,Ontario,Toronto,
M5L,ON,Ontario,Toronto,
M5N,ON,Ontario,Toronto,
M5P,ON,Ontario,Toronto,
M5R,ON,Ontario,Toronto,
M5S,ON,Ontario,Toronto,
M5T,ON,Ontario,Toronto,
M5V,ON,Ontario,Toronto,
M5W,ON,Ontario,Toronto,
M5X,ON,Ontario,Toronto,
M6G,ON,Ontario,Toronto,
M6H,ON,Ontario,Toronto,
M6J,ON,Ontario,Toronto,
M6K,ON,Ontario,Toronto,
M6P,ON,Ontario,Toronto,
M6R,ON,Ontario,Toronto,
M6S,ON,Ontario,Toronto,
M7Y,ON,Ontario,Toronto,
M8V,ON,Ontario,Toronto,
K1A,ON,Ontario,Ottawa,
K1G,ON,Ontario,Ottawa,
K1H,ON,Ontario,Ottawa,
K1K,ON,Ontario,Ottawa,
K1L,ON,Ontario,Ottawa,
K1M,ON,Ontario,Ottawa,
K1N,ON,Ontario,Ottawa,
K1P,ON,Ontario,Ottawa,
K1R,ON,Ontario,Ottawa,
K1S,ON,Ontario,Ottawa,
K1V,ON,Ontario,Ottawa,
K1Y,ON,Ontario,Ottawa,
K1Z,ON,Ontario,Ottawa,
K2A,ON,Ontario,Ottawa,
K2B,ON,Ontario,Ottawa,
K2C,ON,Ontario,Ottawa,
K2P,ON,Ontario,Ottawa,
K0A,ON,Ontario,National Capital Region,
K0B,ON,Ontario,Prescott and Russell United Counties,
K0C,ON,Ontario,Stormont, Dundas and Glengarry United Counties,
K0E,ON,Ontario,South Leeds and Grenville United Counties,
K0G,ON,Ontario,Rideau Lakes area,
K0K,ON,Ontario,Quinte Shores, East Northumberland County & Prince Edward County,
K0M,ON,Ontario,Kawartha lakes and Haliburton County,
K1B,ON,Ontario,Gloucester,
K1C,ON,Ontario,Gloucester,
K1E,ON,Ontario,Orleans,
K1J,ON,Ontario,Gloucester,
K1T,ON,Ontario,Gloucester,
K1W,ON,Ontario,Gloucester,
K1X,ON,Ontario,Gloucester,
K2E,ON,Ontario,Nepean,
K2G,ON,Ontario,Nepean,
K2H,ON,Ontario,Nepean,
K2J,ON,Ontario,Nepean,
K2K,ON,Ontario,Kanata,
K2L,ON,Ontario,Kanata,
K2M,ON,Ontario,Kanata,
K2R,ON,Ontario,Nepean,
K2S,ON,Ontario,Stittsville,
K2T,ON,Ontario,Kanata,
K2V,ON,Ontario,Kanata,
K2W,ON,Ontario,Kanata,
K4A,ON,Ontario,Orleans,
K4B,ON,Ontario,Cumberland Township,
K4C,ON,Ontario,Cumberland,
K4K,ON,Ontario,Rockland,
K4M,ON,Ontario,Manotick,
K4P,ON,Ontario,Greely,
K4R,ON,Ontario,Russell,
K6A,ON,Ontario,Hawkesbury,
K6H,ON,Ontario,Cornwall,
K6J,ON,Ontario,Cornwall,
K6K,ON,Ontario,Cornwall,
K6T,ON,Ontario,Elizabethtown,
K6V,ON,Ontario,Brockville,
K7A,ON,Ontario,Smiths Falls,
K7C,ON,Ontario,Carleton Place,
K7G,ON,Ontario,Gananoque,
K7H,ON,Ontario,Perth,
K7K,ON,Ontario,Kingston,
K7L,ON,Ontario,Kingston,
K7M,ON,Ontario,Kingston,
K7N,ON,Ontario,Amherstview,
K7P,ON,Ontario,Kingston,
K7R,ON,Ontario,Napanee,
K7S,ON,Ontario,Arnprior,
K7V,ON,Ontario,Renfrew,
K8A,ON,Ontario,Pembroke,
K8B,ON,Ontario,Pembroke,
K8H,ON,Ontario,Petawawa,
K8N,ON,Ontario,Belleville,
K8P,ON,Ontario,Belleville,
K8R,ON,Ontario,Belleville,
K8V,ON,Ontario,Trenton,
K9A,ON,Ontario,Cobourg,
K9H,ON,Ontario,Peterborough,
K9J,ON,Ontario,Peterborough,
K9K,ON,Ontario,Peterborough,
K9L,ON,Ontario,Peterborough,
K9V,ON,Ontario,Lindsay,
L0A,ON,Ontario,West Northumberland County,
L0B,ON,Ontario,East Durham Regional Municipality,
L0C,ON,Ontario,West Durham Regional Municipality,
L0E,ON,Ontario,Lake Simcoe,
L0G,ON,Ontario,Ontario Centre,
L0H,ON,Ontario,Whitby Region,
L0J,ON,Ontario,North Peel Regional Municipality,
L0K,ON,Ontario,Lake Simcoe,
L0L,ON,Ontario,Lake Simcoe,
L0M,ON,Ontario,Georgian Bay South Shore,
L0R,ON,Ontario,East Haldimand County,
L0S,ON,Ontario,Niagara Regional Municipality,
L1A,ON,Ontario,Port Hope,
L1B,ON,Ontario,Bowmanville,
L1C,ON,Ontario,Bowmanville,
L1E,ON,Ontario,Courtice,
L1G,ON,Ontario,Oshawa,
L1H,ON,Ontario,Oshawa,
L1J,ON,Ontario,Oshawa,
L1K,ON,Ontario,Oshawa,
L1L,ON,Ontario,Oshawa,
L1M,ON,Ontario,Whitby,
L1N,ON,Ontario,Whitby,
L1P,ON,Ontario,Whitby,
L1R,ON,Ontario,Whitby,
L1S,ON,Ontario,Ajax,
L1T,ON,Ontario,Ajax,
L1V,ON,Ontario,Pickering,
L1W,ON,Ontario,Pickering,
L1X,ON,Ontario,Pickering,
L1Y,ON,Ontario,Pickering,
L1Z,ON,Ontario,Ajax,
L2A,ON,Ontario,Fort Erie,
L2E,ON,Ontario,Niagara Falls,
L2G,ON,Ontario,Niagara Falls,
L2H,ON,Ontario,Niagara Falls,
L2J,ON,Ontario,Niagara Falls,
L2M,ON,Ontario,St. Catharines,
L2N,ON,Ontario,St. Catharines,
L2P,ON,Ontario,St. Catharines,
L2R,ON,Ontario,St. Catharines,
L2S,ON,Ontario,St. Catharines,
L2T,ON,Ontario,St. Catharines,
L2V,ON,Ontario,St. Catharines,
L2W,ON,Ontario,St. Catharines,
L3B,ON,Ontario,Welland,
L3C,ON,Ontario,Welland,
L3K,ON,Ontario,Port Colborne,
L3M,ON,Ontario,Grimsby,
L3P,ON,Ontario,Markham,
L3R,ON,Ontario,Markham,
L3S,ON,Ontario,Markham,
L3T,ON,Ontario,Thornhill East,
L3V,ON,Ontario,Orillia,
L3X,ON,Ontario,Newmarket,
L3Y,ON,Ontario,Newmarket,
L3Z,ON,Ontario,Bradford,
L4A,ON,Ontario,Stouffville,
L4B,ON,Ontario,Richmond Hill,
L4C,ON,Ontario,Richmond Hill,
L4E,ON,Ontario,Richmond Hill,
L4G,ON,Ontario,Aurora,
L4H,ON,Ontario,Woodbridge,
L4J,ON,Ontario,Thornhill West,
L4K,ON,Ontario,Concord,
L4L,ON,Ontario,Woodbridge,
L4M,ON,Ontario,Barrie,
L4N,ON,Ontario,Barrie,
L4P,ON,Ontario,Keswick,
L4R,ON,Ontario,Midland,
L4S,ON,Ontario,Richmond Hill,
L4T,ON,Ontario,Mississauga,
L4V,ON,Ontario,Mississauga,
L4W,ON,Ontario,Mississauga,
L4X,ON,Ontario,Mississauga,
L4Y,ON,Ontario,Mississauga,
L4Z,ON,Ontario,Mississauga,
L5A,ON,Ontario,Mississauga,
L5B,ON,Ontario,Mississauga,
L5C,ON,Ontario,Mississauga,
L5E,ON,Ontario,Mississauga,
L5G,ON,Ontario,Mississauga,
L5H,ON,Ontario,Mississauga,
L5J,ON,Ontario,Mississauga,
L5K,ON,Ontario,Mississauga,
L5L,ON,Ontario,Mississauga,
L5M,ON,Ontario,Mississauga,
L5N,ON,Ontario,Mississauga,
L5P,ON,Ontario,Mississauga,
L5R,ON,Ontario,Mississauga,
L5S,ON,Ontario,Mississauga,
L5T,ON,Ontario,Mississauga,
L5V,ON,Ontario,Mississauga,
L5W,ON,Ontario,Mississauga,
L6A,ON,Ontario,Maple,
L6B,ON,Ontario,Markham,
L6C,ON,Ontario,Markham,
L6E,ON,Ontario,Markham,
L6G,ON,Ontario,Markham,
L6H,ON,Ontario,Oakville,
L6J,ON,Ontario,Oakville,
L6K,ON,Ontario,Oakville,
L6L,ON,Ontario,Oakville,
L6M,ON,Ontario,Oakville,
L6P,ON,Ontario,Brampton,
L6R,ON,Ontario,Brampton,
L6S,ON,Ontario,Brampton,
L6T,ON,Ontario,Brampton,
L6V,ON,Ontario,Brampton,
L6W,ON,Ontario,Brampton,
L6X,ON,Ontario,Brampton,
L6Y,ON,Ontario,Brampton,
L6Z,ON,Ontario,Brampton,
L7A,ON,Ontario,Brampton West,
L7B,ON,Ontario,King City,
L7C,ON,Ontario,Caledon,
L7E,ON,Ontario,Bolton,
L7G,ON,Ontario,Georgetown,
L7J,ON,Ontario,Acton,
L7K,ON,Ontario,Caledon Village,
L7L,ON,Ontario,Burlington,
L7M,ON,Ontario,Burlington,
L7N,ON,Ontario,Burlington,
L7P,ON,Ontario,Burlington,
L7R,ON,Ontario,Burlington,
L7S,ON,Ontario,Burlington,
L7T,ON,Ontario,Burlington,
L8B,ON,Ontario,Waterdown,
L9G,ON,Ontario,Ancaster,
L9H,ON,Ontario,Dundas,
L9J,ON,Ontario,Barrie,
L9K,ON,Ontario,Ancaster,
L9L,ON,Ontario,Port Perry,
L9M,ON,Ontario,Penetanguishene,
L9N,ON,Ontario,Holland Landing,
L9P,ON,Ontario,Uxbridge,
L9R,ON,Ontario,Alliston,
L9S,ON,Ontario,Innisfil,
L9T,ON,Ontario,Milton,
L9V,ON,Ontario,Orangeville,
L9W,ON,Ontario,Orangeville,
L9X,ON,Ontario,Midhurst,
L9X,ON,Ontario,Barrie,
L9X,ON,Ontario,Springwater,
L9X,ON,Ontario,Minesing,
L9Y,ON,Ontario,Collingwood,
L9Z,ON,Ontario,Wasaga Beach,
M1B,ON,Ontario,Scarborough,
M1C,ON,Ontario,Scarborough,
M1E,ON,Ontario,Scarborough,
M1G,ON,Ontario,Scarborough,
M1H,ON,Ontario,Scarborough,
M1J,ON,Ontario,Scarborough,
M1K,ON,Ontario,Scarborough,
M1L,ON,Ontario,Scarborough,
M1M,ON,Ontario,Scarborough,
M1N,ON,Ontario,Scarborough,
M1P,ON,Ontario,Scarborough,
M1R,ON,Ontario,Scarborough,
M1S,ON,Ontario,Scarborough,
M1T,ON,Ontario,Scarborough,
M1V,ON,Ontario,Scarborough,
M1W,ON,Ontario,Scarborough,
M1X,ON,Ontario,Scarborough,
M2H,ON,Ontario,North York,
M2J,ON,Ontario,North York,
M2K,ON,Ontario,North York,
M2L,ON,Ontario,North York,
M2M,ON,Ontario,Willowdale,
M2N,ON,Ontario,Willowdale,
M2P,ON,Ontario,North York,
M2R,ON,Ontario,Willowdale,
M3A,ON,Ontario,North York,
M3B,ON,Ontario,Don Mills,
M3C,ON,Ontario,Don Mills,
M3H,ON,Ontario,North York,
M3J,ON,Ontario,North York,
M3L,ON,Ontario,Downsview,
M3M,ON,Ontario,Downsview,
M3N,ON,Ontario,North York,
M4A,ON,Ontario,North York,
M4B,ON,Ontario,East York,
M4C,ON,Ontario,East York,
M4G,ON,Ontario,East York,
M4H,ON,Ontario,East York,
M5M,ON,Ontario,North York,
M6A,ON,Ontario,North York,
M6B,ON,Ontario,North York,
M6C,ON,Ontario,York,
M6E,ON,Ontario,York,
M6L,ON,Ontario,North York,
M6M,ON,Ontario,York,
M6N,ON,Ontario,York,
M7A,ON,Ontario,Queen's Park Ontario Provincial Government,
M8W,ON,Ontario,Etobicoke,
M8X,ON,Ontario,Etobicoke,
M8Y,ON,Ontario,Etobicoke,
M8Z,ON,Ontario,Etobicoke,
M9A,ON,Ontario,Etobicoke,
M9B,ON,Ontario,Etobicoke,
M9C,ON,Ontario,Etobicoke,
M9L,ON,Ontario,North York,
M9M,ON,Ontario,North York,
M9N,ON,Ontario,Weston,
M9P,ON,Ontario,Etobicoke,
M9R,ON,Ontario,Etobicoke,
M9V,ON,Ontario,Etobicoke,
M9W,ON,Ontario,Etobicoke,
N0A,ON,Ontario,West Haldimand,
N0B,ON,Ontario,Wellington,
N0C,ON,Ontario,Georgian Bay Southwest Shore,
N0E,ON,Ontario,Brant and Norfolk,
N0G,ON,Ontario,Huron,
N0H,ON,Ontario,Bruce Peninsula,
N0J,ON,Ontario,Oxford,
N0K,ON,Ontario,Perth,
N0L,ON,Ontario,Elgin,
N0M,ON,Ontario,Middlesex,
N0N,ON,Ontario,Lambton,
N0P,ON,Ontario,Kent,
N0R,ON,Ontario,Essex,
N1A,ON,Ontario,Dunnville,
N1C,ON,Ontario,Guelph,
N1E,ON,Ontario,Guelph,
N1G,ON,Ontario,Guelph,
N1H,ON,Ontario,Guelph,
N1K,ON,Ontario,Guelph,
N1L,ON,Ontario,Guelph,
N1M,ON,Ontario,Fergus,
N1P,ON,Ontario,Cambridge,
N1R,ON,Ontario,Cambridge,
N1S,ON,Ontario,Cambridge,
N1T,ON,Ontario,Cambridge,
N2A,ON,Ontario,Kitchener,
N2B,ON,Ontario,Kitchener,
N2C,ON,Ontario,Kitchener,
N2E,ON,Ontario,Kitchener,
N2G,ON,Ontario,Kitchener,
N2H,ON,Ontario,Kitchener,
N2J,ON,Ontario,Waterloo,
N2K,ON,Ontario,Kitchener,
N2L,ON,Ontario,Waterloo,
N2M,ON,Ontario,Kitchener,
N2N,ON,Ontario,Kitchener,
N2P,ON,Ontario,Kitchener,
N2R,ON,Ontario,Kitchener,
N2T,ON,Ontario,Waterloo,
N2V,ON,Ontario,Waterloo,
N2Z,ON,Ontario,Kincardine,
N3A,ON,Ontario,Baden,
N3B,ON,Ontario,Elmira,
N3C,ON,Ontario,Cambridge,
N3E,ON,Ontario,Cambridge,
N3H,ON,Ontario,Cambridge,
N3L,ON,Ontario,Paris,
N3W,ON,Ontario,Caledonia,
N3Y,ON,Ontario,Simcoe,
N4B,ON,Ontario,Delhi,
N4G,ON,Ontario,Tillsonburg,
N4K,ON,Ontario,Owen Sound,
N4L,ON,Ontario,Meaford,
N4N,ON,Ontario,Hanover,
N4S,ON,Ontario,Woodstock,
N4T,ON,Ontario,Woodstock,
N4V,ON,Ontario,Woodstock,
N4W,ON,Ontario,Listowel,
N4X,ON,Ontario,St. Mary's,
N4Z,ON,Ontario,Stratford South,
N5A,ON,Ontario,Stratford North,
N5C,ON,Ontario,Ingersoll,
N5H,ON,Ontario,Aylmer,
N5L,ON,Ontario,Port Stanley,
N5P,ON,Ontario,St. Thomas,
N5R,ON,Ontario,St. Thomas,
N5V,ON,Ontario,London,
N5W,ON,Ontario,London,
N5X,ON,Ontario,London,
N5Y,ON,Ontario,London,
N5Z,ON,Ontario,London,
N6A,ON,Ontario,London,
N6B,ON,Ontario,London,
N6C,ON,Ontario,London,
N6E,ON,Ontario,London,
N6G,ON,Ontario,London,
N6H,ON,Ontario,London,
N6J,ON,Ontario,London,
N6K,ON,Ontario,London,
N6L,ON,Ontario,London,
N6M,ON,Ontario,London,
N6N,ON,Ontario,London,
N6P,ON,Ontario,London,
N7A,ON,Ontario,Goderich,
N7G,ON,Ontario,Strathroy,
N7L,ON,Ontario,Chatham,
N7M,ON,Ontario,Chatham,
N7S,ON,Ontario,Sarnia,
N7T,ON,Ontario,Sarnia,
N7V,ON,Ontario,Sarnia,
N7W,ON,Ontario,Sarnia,
N7X,ON,Ontario,Sarnia,
N8A,ON,Ontario,Wallaceburg,
N8H,ON,Ontario,Leamington,
N8M,ON,Ontario,Essex,
N8N,ON,Ontario,Tecumseh,
N8P,ON,Ontario,Windsor,
N8R,ON,Ontario,Windsor,
N8S,ON,Ontario,Windsor,
N8T,ON,Ontario,Windsor,
N8V,ON,Ontario,Tecumseh,
N8W,ON,Ontario,Windsor,
N8X,ON,Ontario,Windsor,
N8Y,ON,Ontario,Windsor,
N9A,ON,Ontario,Windsor,
N9B,ON,Ontario,Windsor,
N9C,ON,Ontario,Windsor,
N9E,ON,Ontario,Windsor,
N9G,ON,Ontario,Windsor,
N9H,ON,Ontario,La Salle,
N9J,ON,Ontario,La Salle,
N9K,ON,Ontario,Tecumseh Central,
N9V,ON,Ontario,Amherstburg,
N9Y,ON,Ontario,Kingsville,
P0A,ON,Ontario,Nipissing,
P0B,ON,Ontario,Nipissing,
P0C,ON,Ontario,Parry Sound,
P0E,ON,Ontario,Parry Sound,
P0G,ON,Ontario,Parry Sound,
P0H,ON,Ontario,Nipissing,
P0J,ON,Ontario,Timiskaming,
P0K,ON,Ontario,Timiskaming,
P0L,ON,Ontario,Cochrane Region,
P0M,ON,Ontario,Algoma, Sudbury District and Greater Sudbury,
P0N,ON,Ontario,Timmins Region,
P0P,ON,Ontario,Manitoulin,
P0S,ON,Ontario,Lake Superior,
P0T,ON,Ontario,Lake Superior,
P0V,ON,Ontario,Northwestern Ontario,
P0W,ON,Ontario,Rainy River Region,
P0X,ON,Ontario,Kenora Region,
P0Y,ON,Ontario,Lake of the Woods East Shore,
P1A,ON,Ontario,North Bay,
P1B,ON,Ontario,North Bay,
P1C,ON,Ontario,North Bay,
P1H,ON,Ontario,Huntsville,
P1L,ON,Ontario,Bracebridge,
P1P,ON,Ontario,Gravenhurst,
P2A,ON,Ontario,Parry Sound,
P2B,ON,Ontario,Sturgeon Falls,
P2N,ON,Ontario,Kirkland Lake,
P3A,ON,Ontario,Greater Sudbury,
P3B,ON,Ontario,Greater Sudbury,
P3C,ON,Ontario,Greater Sudbury,
P3E,ON,Ontario,Greater Sudbury,
P3G,ON,Ontario,Greater Sudbury,
P3L,ON,Ontario,Greater Sudbury,
P3N,ON,Ontario,Greater Sudbury,
P3P,ON,Ontario,Greater Sudbury,
P3Y,ON,Ontario,Greater Sudbury,
P4N,ON,Ontario,Timmins,
P4P,ON,Ontario,Timmins,
P4R,ON,Ontario,Timmins,
P5A,ON,Ontario,Elliot Lake,
P5E,ON,Ontario,Espanola,
P5N,ON,Ontario,Kapuskasing,
P6A,ON,Ontario,Sault Ste.,
P6B,ON,Ontario,Sault Ste.,
P6C,ON,Ontario,Sault Ste.,
P7A,ON,Ontario,Thunder Bay,
P7B,ON,Ontario,Thunder Bay,
P7C,ON,Ontario,Thunder Bay,
P7E,ON,Ontario,Thunder Bay,
P7G,ON,Ontario,Thunder Bay,
P7J,ON,Ontario,Thunder Bay,
P7K,ON,Ontario,Thunder Bay,
P7L,ON,Ontario,Neebing,
P8N,ON,Ontario,Dryden,
P8T,ON,Ontario,Sioux Lookout,
P9A,ON,Ontario,Fort Frances,
P9N,ON,Ontario,Kenora,
C0B,PE,Prince Edward Island,Prince County,
C0A,PE,Prince Edward Island,Kings and Queens counties,
C0A,PE,Prince Edward Island,Montague,
C1A,PE,Prince Edward Island,Charlottetown,
C1B,PE,Prince Edward Island,Stratford,
C1C,PE,Prince Edward Island,Charlottetown,
C1E,PE,Prince Edward Island,Charlottetown,
C1N,PE,Prince Edward Island,Summerside,
G4W,QC,Quebec,Bas-Saint-Laurent,
G5H,QC,Quebec,Bas-Saint-Laurent,
G5J,QC,Quebec,Bas-Saint-Laurent,
G5L,QC,Quebec,Bas-Saint-Laurent,
G5M,QC,Quebec,Bas-Saint-Laurent,
G5N,QC,Quebec,Bas-Saint-Laurent,
G5R,QC,Quebec,Bas-Saint-Laurent,
G7P,QC,Quebec,Saguenay/Lac-Saint-Jean,
G8B,QC,Quebec,Saguenay/Lac-Saint-Jean,
G8C,QC,Quebec,Saguenay/Lac-Saint-Jean,
G8E,QC,Quebec,Saguenay/Lac-Saint-Jean,
G8H,QC,Quebec,Saguenay/Lac-Saint-Jean,
G8J,QC,Quebec,Saguenay/Lac-Saint-Jean,
G8K,QC,Quebec,Saguenay/Lac-Saint-Jean,
G8L,QC,Quebec,Saguenay/Lac-Saint-Jean,
G8M,QC,Quebec,Saguenay/Lac-Saint-Jean,
G8N,QC,Quebec,Saguenay/Lac-Saint-Jean,
G0A,QC,Quebec,Capitale-Nationale,
G1A,QC,Quebec,Capitale-Nationale,
G1J,QC,Quebec,Capitale-Nationale,
G1K,QC,Quebec,Capitale-Nationale,
G1L,QC,Quebec,Capitale-Nationale,
G1M,QC,Quebec,Capitale-Nationale,
G1N,QC,Quebec,Capitale-Nationale,
G1P,QC,Quebec,Capitale-Nationale,
G1R,QC,Quebec,Capitale-Nationale,
G1S,QC,Quebec,Capitale-Nationale,
G1T,QC,Quebec,Capitale-Nationale,
G2C,QC,Quebec,Capitale-Nationale,
G2E,QC,Quebec,Capitale-Nationale,
G2J,QC,Quebec,Capitale-Nationale,
G2K,QC,Quebec,Capitale-Nationale,
G3B,QC,Quebec,Capitale-Nationale,
G3C,QC,Quebec,Capitale-Nationale,
G3H,QC,Quebec,Capitale-Nationale,
G3M,QC,Quebec,Capitale-Nationale,
G3N,QC,Quebec,Capitale-Nationale,
G3S,QC,Quebec,Capitale-Nationale,
G3Z,QC,Quebec,Capitale-Nationale,
G4A,QC,Quebec,Capitale-Nationale,
G5A,QC,Quebec,Capitale-Nationale,
G0X,QC,Quebec,Mauricie,
G9X,QC,Quebec,Mauricie,
J5V,QC,Quebec,Mauricie,
J0B,QC,Quebec,Estrie,
J1S,QC,Quebec,Estrie,
J1T,QC,Quebec,Estrie,
J1X,QC,Quebec,Estrie,
H1B,QC,Quebec,Montreal,
H1G,QC,Quebec,Montreal,
H1H,QC,Quebec,Montreal,
H2Y,QC,Quebec,Montreal,
H2Z,QC,Quebec,Montreal,
H3A,QC,Quebec,Montreal,
H3B,QC,Quebec,Montreal,
H3G,QC,Quebec,Montreal,
H3H,QC,Quebec,Montreal,
H3X,QC,Quebec,Montréal,
H3Y,QC,Quebec,Montréal,
H3Z,QC,Quebec,Montréal,
H4W,QC,Quebec,Montréal,
H4X,QC,Quebec,Montreal,
H9J,QC,Quebec,Montréal,
H9P,QC,Quebec,Montréal,
H9R,QC,Quebec,Montréal,
H9W,QC,Quebec,Montréal,
J0X,QC,Quebec,Outaouais,
J8N,QC,Quebec,Outaouais,
J9B,QC,Quebec,Outaouais,
J9E,QC,Quebec,Outaouais,
J0Z,QC,Quebec,Abitibi-Témiscamingue,
J9P,QC,Quebec,Abitibi-Témiscamingue,
J9T,QC,Quebec,Abitibi-Témiscamingue,
J9V,QC,Quebec,Abitibi-Témiscamingue,
J9Z,QC,Quebec,Abitibi-Témiscamingue,
G0G,QC,Quebec,Côte-Nord,
G4S,QC,Quebec,Côte-Nord,
G5B,QC,Quebec,Côte-Nord,
G8P,QC,Quebec,Nord-du-Québec,
G4X,QC,Quebec,Gaspésie-Îles-de-la-Madeleine,
G5V,QC,Quebec,Chaudière-Appalaches,
G5X,QC,Quebec,Chaudière-Appalaches,
G5Y,QC,Quebec,Chaudière-Appalaches,
G5Z,QC,Quebec,Chaudière-Appalaches,
G6A,QC,Quebec,Chaudière-Appalaches,
G6E,QC,Quebec,Chaudière-Appalaches,
G6G,QC,Quebec,Chaudière-Appalaches,
G6V,QC,Quebec,Chaudière-Appalaches,
G6W,QC,Quebec,Chaudière-Appalaches,
G6Y,QC,Quebec,Chaudière-Appalaches,
H7N,QC,Quebec,Laval,
H7R,QC,Quebec,Laval,
J0K,QC,Quebec,Lanaudière,
J5M,QC,Quebec,Lanaudière,
J5T,QC,Quebec,Lanaudière,
J5X,QC,Quebec,Lanaudière,
J5Y,QC,Quebec,Lanaudière,
J5Z,QC,Quebec,Lanaudière,
J6A,QC,Quebec,Lanaudière,
J6V,QC,Quebec,Lanaudière,
J6W,QC,Quebec,Lanaudière,
J6X,QC,Quebec,Lanaudière,
J6Y,QC,Quebec,Lanaudière,
J7K,QC,Quebec,Lanaudière,
J7L,QC,Quebec,Lanaudière,
J0T,QC,Quebec,Laurentides,
J5K,QC,Quebec,Laurentides,
J5L,QC,Quebec,Laurentides,
J7E,QC,Quebec,Laurentides,
J7P,QC,Quebec,Laurentides,
J7R,QC,Quebec,Laurentides,
J7Y,QC,Quebec,Laurentides,
J7Z,QC,Quebec,Laurentides,
J8A,QC,Quebec,Laurentides,
J8B,QC,Quebec,Laurentides,
J8E,QC,Quebec,Laurentides,
J8H,QC,Quebec,Laurentides,
J9L,QC,Quebec,Laurentides,
J0J,QC,Quebec,Montérégie,
J0L,QC,Quebec,Montérégie,
J0S,QC,Quebec,Montérégie,
J2G,QC,Quebec,Montérégie,
J2H,QC,Quebec,Montérégie,
J2J,QC,Quebec,Montérégie,
J2K,QC,Quebec,Montérégie,
J2L,QC,Quebec,Montérégie,
J2M,QC,Quebec,Montérégie,
J2N,QC,Quebec,Montérégie,
J2R,QC,Quebec,Montérégie,
J2S,QC,Quebec,Montérégie,
J2T,QC,Quebec,Montérégie,
J2X,QC,Quebec,Montérégie,
J2Y,QC,Quebec,Montérégie,
J3A,QC,Quebec,Montérégie,
J3B,QC,Quebec,Montérégie,
J3E,QC,Quebec,Montérégie,
J3G,QC,Quebec,Montérégie,
J3L,QC,Quebec,Montérégie,
J3M,QC,Quebec,Montérégie,
J3X,QC,Quebec,Montérégie,
J4B,QC,Quebec,Montérégie,
J4P,QC,Quebec,Montérégie,
J4R,QC,Quebec,Montérégie,
J4S,QC,Quebec,Montérégie,
J4W,QC,Quebec,Montérégie,
J4X,QC,Quebec,Montérégie,
J4Y,QC,Quebec,Montérégie,
J4Z,QC,Quebec,Montérégie,
J5A,QC,Quebec,Montérégie,
J5B,QC,Quebec,Montérégie,
J5C,QC,Quebec,Montérégie,
J5R,QC,Quebec,Montérégie,
J6J,QC,Quebec,Montérégie,
J6K,QC,Quebec,Montérégie,
J6N,QC,Quebec,Montérégie,
J6R,QC,Quebec,Montérégie,
J6S,QC,Quebec,Montérégie,
J6T,QC,Quebec,Montérégie,
J7V,QC,Quebec,Montérégie,
G0P,QC,Quebec,Centre-du-Québec,
G0Z,QC,Quebec,Centre-du-Québec,
G6L,QC,Quebec,Centre-du-Québec,
G6P,QC,Quebec,Centre-du-Québec,
G6T,QC,Quebec,Centre-du-Québec,
J0A,QC,Quebec,Centre-du-Québec,
J0C,QC,Quebec,Centre-du-Québec,
J2A,QC,Quebec,Centre-du-Québec,
J2C,QC,Quebec,Centre-du-Québec,
J2E,QC,Quebec,Centre-du-Québec,
J3T,QC,Quebec,Centre-du-Québec,
G0B,QC,Quebec,Cap-aux-Meules,
G0C,QC,Quebec,Gaspésie-Sud,
G0E,QC,Quebec,Gaspésie-Nord,
G0H,QC,Quebec,Manicouagan,
G0J,QC,Quebec,Gaspésie-Ouest,
G0K,QC,Quebec,Bas-St-Laurent-Est,
G0L,QC,Quebec,Bas-St-Laurent-Ouest,
G0M,QC,Quebec,Région de,
G0N,QC,Quebec,Chaudière-Sud,
G0R,QC,Quebec,Appalaches,
G0S,QC,Quebec,Chaudière-Nord,
G0T,QC,Quebec,Le Fjord,
G0V,QC,Quebec,Saguenay-Lac-St-Jean,
G0W,QC,Quebec,Région de,
G0Y,QC,Quebec,L'Erable,
